name	weight	ranking	foldChange	higherIn	case1	case2	case3	control1	control2	control3
PRKD1	0.453991393466129	463	0.176152789	case	0.929169269	0.221652754	0.929967172	0.323706123	0.86454925	0.580893342
ORC3	0.453945205687372	464	0.012114839	case	0.711735093	0.728683437	0.497868011	0.477439087	0.500785758	0.936860743
B4GALT3	0.453559441489318	465	0.100686342	case	0.899935501	0.655693101	0.499481778	0.13785451	0.936884346	0.792378325
PHF8	0.450019731881968	466	-0.547824073	control	0.117565485	0.57677586	0.245130755	0.790172935	0.378395182	0.909101314
DPP4	0.449172017844814	467	0.870997724	case	0.753736074	0.922338093	0.029258487	0.258990542	0.562533391	0.089932362
EHD4	0.446878937928708	468	-0.13729285	control	0.268712345	0.382995824	0.259989116	0.522221302	0.097175012	0.437390204
UFD1L	0.446790244714577	469	0.025247166	case	0.94316984	0.702138228	0.093307163	0.384786123	0.494357068	0.816657869
LRRC25	0.445664016649587	470	0.380748738	case	0.066160125	0.007507404	0.187172071	0.083608717	0.094803556	0.010499432
DCAF4L1	0.445309060248767	471	0.310267835	case	0.588366446	0.976631597	0.477484209	0.959588376	0.469657239	0.129582432
UGT2B15	0.443405928293768	472	1.344218392	case	0.33366818	0.067785488	0.805510156	0.374175558	0.066841761	0.073851018
ACBD7	0.441639338168845	473	0.452107463	case	0.401883398	0.644366458	0.184434116	0.475655038	0.300348735	0.071511996
GNB2	0.440908959881184	474	-0.066941686	control	0.796179066	0.791879185	0.000231065	0.266221438	0.737228801	0.698789902
HTR6	0.438988765380035	475	0.131911582	case	0.839749535	0.608160989	0.678491869	0.928879201	0.018022133	0.931692742
ADAMTS9	0.438549783462451	476	-0.085309475	control	0.925809807	0.867883143	0.106794413	0.659616769	0.572144114	0.845977229
FRYL	0.437082481116893	477	-0.487874632	control	0.12543996	0.51367906	0.531179573	0.947411374	0.471062246	0.866706272
CCL14	0.434101281159365	478	0.362775533	case	0.833728948	0.700892173	0.688785899	0.633835427	0.907235095	0.090457904
PTPRE	0.433152991325934	479	0.436506147	case	0.475785627	0.954244324	0.743213774	0.669087783	0.023013537	0.820766362
NEK6	0.432381178248802	480	-0.315790368	control	0.308971081	0.213763519	0.183774203	0.200948357	0.522451914	0.309190867
DNAJA3	0.432003590924972	481	-0.695388809	control	0.337844565	0.082692932	0.337143314	0.893452421	0.763906381	0.830011438
RPL30	0.430515440480443	482	0.695147759	case	0.801441738	0.548250891	0.245542144	0.571023364	0.134342699	0.235693362
SLC30A6	0.42984361010847	483	-0.024753354	control	0.631954711	0.015908339	0.522350346	0.246701081	0.853055727	0.100158516
ZNF22	0.428236510815134	484	0.855118706	case	0.515765653	0.368699724	0.500400776	0.117544802	0.3997937	0.2291723
CHRM5	0.427427957846508	485	-0.761657569	control	0.068339468	0.354081078	0.134702029	0.843940576	0.81930536	0.674242071
PTPN6	0.425572267672731	486	0.014566798	case	0.483294568	0.860190241	0.965257749	0.904728919	0.469650372	0.901215142
ESX1	0.425204689342426	487	0.657104315	case	0.879883582	0.959116903	0.90057229	0.678649201	0.714536728	0.260042991
TUBA3D	0.424539768316478	488	0.99351315	case	0.970372902	0.788823165	0.483719025	0.637522639	0.402662086	0.08492202
RTN1	0.424441585982622	489	0.129560492	case	0.542991695	0.816526971	0.975797753	0.913520616	0.633544303	0.520390906
IPO11	0.423692880085245	490	0.292895402	case	0.702236633	0.989740142	0.286827285	0.664018226	0.273596221	0.592906937
ROBO1	0.423611963323757	491	0.761095155	case	0.681478514	0.687579248	0.558298492	0.380363559	0.315605539	0.39843869
N4BP2	0.42177280894813	492	0.646364102	case	0.811346615	0.975707126	0.162795659	0.124899572	0.311106849	0.748330263
SDF4	0.42153451375263	493	-0.112014902	control	0.451874609	0.575134833	0.300018583	0.869408492	0.621953942	0.003063574
HTR5A	0.421086262944373	494	-0.428317363	control	0.760436218	0.066676945	0.123017017	0.031200453	0.797085057	0.833703359
GANC	0.418768954706078	495	-0.041969361	control	0.282727516	0.353879166	0.320512844	0.13898889	0.693512616	0.166547469
PDK1	0.415485201282559	496	-0.205158312	control	0.223461976	0.519916825	0.14544348	0.273930224	0.09837853	0.745929373
SFXN1	0.415017360884189	497	-0.726171888	control	0.108436428	0.021239549	0.373509533	0.942526313	0.461132127	0.433937805
MMP17	0.413152066815883	498	-0.335432693	control	0.513563104	0.501150095	0.236489187	0.268385975	0.730992026	0.883354377
MBNL2	0.412678414690997	499	-0.630479252	control	0.176518629	0.133394613	0.286518455	0.405695691	0.76677003	0.441602502
NAT8	0.408892933050312	500	-0.533871033	control	0.502746264	0.176661205	0.085868933	0.706734886	0.905282667	0.029752119
ACTL8	0.407552145238053	501	-0.314795052	control	0.938002007	0.055848321	0.595128293	0.516332982	0.864628453	0.938021557
HRH3	0.406383401453808	502	-0.684977542	control	0.139758759	0.287014752	0.076411444	0.864500505	0.543673019	0.189125152
ABCC12	0.406143089668485	503	0.084573069	case	0.523313318	0.216276205	0.832054705	0.14415881	0.957110165	0.347821247
ELP3	0.404134625950054	504	0.059842508	case	0.696714853	0.779489502	0.03350526	0.434676523	0.166226784	0.82356269
ARHGEF7	0.403460405589341	505	0.155343608	case	0.668249315	0.883615305	0.348234579	0.575147613	0.924708227	0.144762425
MND1	0.402175572445444	506	1.57977145	case	0.839253615	0.957139158	0.886325971	0.55539011	0.436744819	0.047770657
SRSF1	0.400416696744513	507	0.628447945	case	0.685288568	0.925736181	0.452231787	0.719306932	0.233338713	0.314362331
MEN1	0.397321397395443	508	0.198504939	case	0.515772858	0.087821844	0.830054213	0.487663607	0.122085695	0.586448451
LLGL1	0.397178806733152	509	-0.318779286	control	0.738823242	0.049468523	0.070295161	0.068488286	0.236150967	0.955726013
HMBS	0.396944731290823	510	-0.501259315	control	0.473617942	0.215176526	0.299965854	0.707282007	0.974829375	0.300402482
C7orf26	0.396806895101165	511	-0.062099591	control	0.389281683	0.600455613	0.531449241	0.854725147	0.625613623	0.141567481
LDLRAD1	0.383418588028833	512	0.61976866	case	0.504732318	0.318344828	0.898299948	0.152616234	0.462827923	0.447286057
SGMS2	0.380647980788953	513	-0.00604257	control	0.083497562	0.339687805	0.104209254	0.014385401	0.340101161	0.176114252
THRB	0.378256980450822	514	0.097909138	case	0.326034284	0.472597505	0.951414317	0.074749438	0.845839756	0.673391623
NDUFAF2	0.377527146252593	515	0.013400163	case	0.608821449	0.665324711	0.729017889	0.32409659	0.861992146	0.790587527
KRTAP4-12	0.377238680708853	516	0.083649104	case	0.467910466	0.401536354	0.062042493	0.111678374	0.333547273	0.414360088
SIRT7	0.376575715029282	517	-0.414938007	control	0.068134457	0.084904751	0.256691671	0.030554776	0.350272035	0.31949364
RAN	0.375416971500507	518	1.273722208	case	0.862057298	0.680394991	0.141056969	0.201584327	0.17406086	0.364774751
A4GNT	0.374246311460359	519	-0.533026805	control	0.049564766	0.645072328	0.035022585	0.056289537	0.681843865	0.82439671
NHSL1	0.372624260801018	520	0.919687645	case	0.675861619	0.738256992	0.97139041	0.24768571	0.86954989	0.125419176
SLC27A1	0.369959383224723	521	-0.325925834	control	0.864672546	0.675330331	0.135487151	0.953181676	0.838270698	0.694164365
PTAFR	0.369372693937438	522	0.321578325	case	0.214512246	0.735732807	0.664931441	0.14293558	0.709532016	0.369689626
SDSL	0.367533367605065	523	0.15741015	case	0.500498892	0.402363579	0.912196754	0.476161494	0.82573427	0.266311691
IL13	0.364359910045486	524	0.973058484	case	0.582431429	0.875720613	0.157704146	0.511334386	0.08689544	0.220730282
AFP	0.363779007864189	525	0.446025416	case	0.908525899	0.50141459	0.131252552	0.533354208	0.177867011	0.354592026
PCDHA2	0.363197813340829	526	-0.265317802	control	0.395366274	0.311754952	0.989865435	0.808483509	0.507266725	0.994073886
LPGAT1	0.361853097379357	527	0.168537201	case	0.283444186	0.525073079	0.637960896	0.346670983	0.469746885	0.421435886
FXYD3	0.359622792241797	528	0.416379118	case	0.926294268	0.213837003	0.887802601	0.821974812	0.584736352	0.025062185
PCCB	0.357605951488887	529	-0.591657534	control	0.032072846	0.407319603	0.466312221	0.90481323	0.58770036	0.725489055
GBA	0.35752315456492	530	0.588667611	case	0.997616182	0.711556427	0.301146952	0.525233845	0.124322479	0.615855992
SETD9	0.357135169210054	531	-0.169873929	control	0.246941365	0.001463175	0.978660929	0.168086659	0.737482415	0.572598535
NIPAL2	0.356676672691004	532	-0.275186632	control	0.708010894	0.236386964	0.520515887	0.85372361	0.331643807	0.835723542
FAM83C	0.354664189148112	533	-0.25706556	control	0.389192823	0.244596284	0.42103837	0.076116627	0.376993696	0.966702005
C3	0.353391437287061	534	0.632711903	case	0.159868843	0.906051736	0.78341943	0.244874847	0.205583925	0.682221162
RER1	0.352330166721764	535	-0.227521929	control	0.375471663	0.183675696	0.70619143	0.535851658	0.444565844	0.657608012
CELA1	0.348265950752917	536	0.967088358	case	0.915765704	0.950033948	0.803385086	0.788113184	0.246476948	0.322331496
GHDC	0.347753871933268	537	0.102738456	case	0.856251116	0.819508875	0.312475999	0.773624822	0.327245076	0.70212879
EDEM3	0.347723192695842	538	0.188912091	case	0.93831584	0.463294879	0.408089537	0.067280185	0.888024397	0.566843498
PLIN5	0.346526090989694	539	-0.063906756	control	0.990511215	0.36092802	0.021299624	0.059153304	0.696387053	0.7109149
KCNC3	0.343518600929229	540	-0.226935432	control	0.751694591	0.006010973	0.882402796	0.766639397	0.847840405	0.507087306
NOL4L	0.342846208359973	541	0.688767085	case	0.764787556	0.645658662	0.5697455	0.305823608	0.554567313	0.312175584
NCOA2	0.341975792395652	542	-0.01928097	control	0.487999359	0.630572792	0.447889644	0.608064919	0.651696842	0.337496726
C9orf78	0.33894732428959	543	0.635508539	case	0.203299145	0.649750983	0.762661064	0.027752038	0.166602822	0.793540436
QDPR	0.338445567047592	544	1.154058713	case	0.56784115	0.891393306	0.599142509	0.198017363	0.209113879	0.548449472
SPDYC	0.336408996005985	545	-0.356976569	control	0.064640759	0.039603847	0.669044417	0.619568613	0.479784218	0.103230132
BTG2	0.336154890392076	546	0.117881269	case	0.070221472	0.937559239	0.732854364	0.717901601	0.687332798	0.151849633
MPHOSPH10	0.335098175840949	547	-0.005245431	control	0.378148438	0.922563045	0.81223261	0.947512643	0.988620998	0.187952199
BCL2L1	0.334567260318324	548	0.175646628	case	0.030270163	0.967702883	0.359277961	0.377413924	0.77098394	0.006074047
CFAP97	0.33339943713535	549	0.582882494	case	0.83540455	0.768244859	0.253622842	0.551910735	0.485612829	0.135824589
ZNF415	0.332498210386162	550	-0.00132297	control	0.342870515	0.757083942	0.50678738	0.364272297	0.904691236	0.33990679
HIST2H3D	0.331811326855709	551	-0.021313137	control	0.84108633	0.758974161	0.076239442	0.156696798	0.866327404	0.689780984
OAZ3	0.330943235702591	552	-0.26265527	control	0.418162471	0.573306546	0.048249918	0.542089075	0.399421187	0.468574998
RBM47	0.328388088762296	553	-0.080816246	control	0.108046037	0.186759544	0.897771226	0.345003385	0.778018369	0.174408494
BZW2	0.328383218060923	554	-0.022117161	control	0.516270566	0.782968193	0.002348756	0.816712736	0.018895382	0.495417913
SLC25A24	0.326637754080371	555	-0.055205066	control	0.526979752	0.602190441	0.622304985	0.28131082	0.632832749	0.939671596
MAN2B1	0.326217156572103	556	-0.182871152	control	0.666838577	0.077342785	0.97240006	0.286318218	0.94352861	0.870900718
ZFYVE19	0.325383132003368	557	-0.176543718	control	0.507435377	0.404338152	0.752243051	0.848490359	0.669495603	0.502785046
PDE6D	0.324174228191344	558	0.281241637	case	0.975844804	0.543694993	0.523682704	0.09312699	0.770300115	0.73129355
RAX	0.323962052812977	559	0.65543348	case	0.259894281	0.976334515	0.753834557	0.635926817	0.510824965	0.05538855
DDX60	0.32378736967358	560	-0.104403348	control	0.870902192	0.158406078	0.099089009	0.326393468	0.773066476	0.160479198
KIF6	0.323655454647909	561	-0.186809792	control	0.098630237	0.705441192	0.313027488	0.654752143	0.111147193	0.607824678
ETNK1	0.322383080983399	562	-0.233516439	control	0.482230405	0.750245293	0.462606736	0.666304893	0.905048282	0.640152095
FBP1	0.319453111261942	563	-0.381279566	control	0.04707771	0.465820073	0.105320183	0.650748947	0.347630326	0.000808618
ADCY4	0.31903756749757	564	-0.199019141	control	0.014853856	0.7750612	0.032615449	0.048454552	0.590778536	0.387670983
USP4	0.319021311251583	565	1.399992332	case	0.957112178	0.207156646	0.716676413	0.460884057	0.25520468	0.067640949
LFNG	0.318186884514696	566	1.735190939	case	0.643698049	0.33195802	0.689435101	0.176155781	0.38544216	0.047168031
CDC45	0.317960710505006	567	-0.410932403	control	0.338999152	0.532999534	0.562948381	0.796958284	0.75050541	0.888499639
NCOA3	0.316379134170064	568	-0.771828906	control	0.055952529	0.248952279	0.125324791	0.437534794	0.546484125	0.901538065
PER3	0.310679768102696	569	-0.149832393	control	0.098337302	0.966801604	0.338074859	0.973823827	0.08745885	0.589231591
IVNS1ABP	0.308469833264301	570	-0.057936263	control	0.585043615	0.381266098	0.624570704	0.70099779	0.519514766	0.468205897
UGT2B10	0.307137787125137	571	-0.187802437	control	0.622880344	0.233515806	0.67957062	0.761779254	0.52922695	0.60011837
RPL23A	0.306118066630253	572	0.512262772	case	0.156693847	0.236804807	0.429742543	0.442740384	0.044890572	0.056746128
FYCO1	0.306055720710478	573	0.295200941	case	0.398993423	0.831301682	0.406473679	0.749283717	0.386451654	0.12798266
SCO2	0.305318784952586	574	-0.225443048	control	0.898376325	0.327024293	0.702310918	0.84791216	0.83056071	0.810319636
UTP20	0.305076553398929	575	-0.270168648	control	0.466219285	0.168831764	0.284510689	0.021398117	0.292043135	0.946523444
BCL3	0.305054021165106	576	0.189924026	case	0.279039187	0.29828415	0.784027846	0.689124711	0.36058276	0.094358161
COL4A5	0.304595613761088	577	0.339957896	case	0.569268171	0.928010857	0.818359882	0.807985579	0.171943833	0.748213627
NODAL	0.304403059930111	578	-0.070780813	control	0.86159576	0.383339931	0.289150493	0.673994922	0.185001205	0.791945013
FBXL12	0.302499087994426	579	0.160081022	case	0.782550648	0.110870218	0.505292452	0.43566308	0.060690387	0.709349662
GAB1	0.302248075913999	580	0.650576042	case	0.656694003	0.322481588	0.886765115	0.417320884	0.051457167	0.661700437
AHNAK	0.301121413722734	581	0.472770573	case	0.763262775	0.439134082	0.642339157	0.434647411	0.280292867	0.537621423
SUPT20H	0.299312727255091	582	0.329827095	case	0.698253927	0.928845136	0.237598888	0.240645885	0.35070641	0.810858531
AIFM1	0.298062236145094	583	0.470540221	case	0.515375057	0.805838259	0.982492502	0.456882813	0.825773161	0.283915129
CLPTM1	0.294898346991532	584	-0.516122504	control	0.145805695	0.542607464	0.15817963	0.613877843	0.570472592	0.565251059
SMPD2	0.294845030689413	585	-0.301480869	control	0.295180804	0.587361742	0.511529092	0.620797947	0.935583204	0.439371832
SLC2A9	0.292593071831062	586	0.264067544	case	0.678106078	0.032335553	0.915107935	0.27199439	0.621156542	0.392816399
BLOC1S5	0.292098451838874	587	0.09461742	case	0.044079128	0.152902	0.846605947	0.465070329	0.459780878	0.028529451
HPGDS	0.290948730772037	588	0.572224531	case	0.96429173	0.507602208	0.102720361	0.054930728	0.761335934	0.185253329
RPL24	0.290784581891318	589	1.290795201	case	0.559477406	0.543270235	0.839794386	0.051355733	0.061824714	0.734796721
SLC39A5	0.289975682550938	590	-0.211066714	control	0.53483171	0.424310773	0.190882667	0.50865927	0.393773067	0.555263986
FBXO9	0.288154319299721	591	0.535319723	case	0.479404404	0.151868701	0.783590388	0.582933586	0.29701029	0.041599353
SLC2A7	0.287567318795898	592	-0.140354765	control	0.020618034	0.309524979	0.296436106	0.14228174	0.578421006	0.008178302
TNFRSF10D	0.2854848172305	593	-0.371709502	control	0.543279946	0.452998612	0.291976751	0.524764264	0.903263329	0.622385892
CD44	0.285203484332663	594	0.583657137	case	0.497838309	0.985456951	0.651248663	0.772359587	0.14606214	0.429435629
AEN	0.284334536926044	595	-0.36147602	control	0.070213524	0.595336419	0.811088418	0.932196093	0.726158176	0.654226632
FIBP	0.28390410895503	596	0.163886754	case	0.179914879	0.885924448	0.701773945	0.518969763	0.565460937	0.434285159
TAF3	0.283340135314643	597	0.338106199	case	0.507798955	0.859377854	0.902372925	0.780193479	0.344028749	0.571868663
APOBEC3C	0.27999697494331	598	-0.139239914	control	0.600838938	0.363228621	0.873193958	0.74635192	0.389518808	0.998593388
PRPS1L1	0.279328899198392	599	0.114104343	case	0.992175302	0.055313772	0.349808041	0.79368603	0.113716441	0.346786263
PRRC2C	0.279209912723788	600	-0.444539885	control	0.005834325	0.65561109	0.259846668	0.325289205	0.780867851	0.552453632
LMX1B	0.277810016828821	601	-0.267237301	control	0.800468375	0.006225787	0.147416988	0.541606385	0.752219423	0.008248045
NIPSNAP1	0.274706538681145	602	1.230121389	case	0.974191484	0.262218986	0.54522233	0.218537741	0.13236964	0.447987606
RIC8A	0.274199968621932	603	0.257403207	case	0.896409779	0.959141341	0.343208221	0.344976871	0.886904096	0.516770006
THBS1	0.271513995624893	604	0.298446201	case	0.914187821	0.323401379	0.925105645	0.443093511	0.893148246	0.329360441
FAM177A1	0.270015009688202	605	1.048675145	case	0.957975188	0.964256616	0.765650616	0.640346912	0.125649252	0.546013905
DMXL1	0.269543205364821	606	-0.011715418	control	0.739021862	0.617270806	0.426834956	0.437438546	0.890178179	0.47664862
TRIM21	0.268086670460766	607	-0.257800695	control	0.92268522	0.179209501	0.828717426	0.894453465	0.919714226	0.787036774
ZNF483	0.267340285980459	608	-0.562149431	control	0.686720018	0.152538081	0.395698473	0.953264168	0.919268407	0.947965234
NME6	0.264398923042338	609	-0.188609354	control	0.306496779	0.458973867	0.678463634	0.73356744	0.739152167	0.306860041
ATAD3A	0.264355933909156	610	1.71857417	case	0.871322067	0.464699399	0.402530236	0.458478682	0.100683407	0.080346562
METTL15	0.262563873189216	611	-0.560771564	control	0.575183612	0.125014381	0.219471144	0.464864466	0.969509323	0.659454985
NEK9	0.261450582796841	612	-0.284076824	control	0.219655935	0.632868793	0.393366521	0.174020887	0.618079877	0.948157535
GOT2	0.26137753921271	613	0.219630914	case	0.860098877	0.748746996	0.050455003	0.431186366	0.873450099	0.055857809
PROCA1	0.259961416761581	614	0.948499699	case	0.517344133	0.971591883	0.772172105	0.009977656	0.931869636	0.218588156
STIM2	0.258297753380052	615	-0.196657268	control	0.408063494	0.791539263	0.649302049	0.657431673	0.791173907	0.852908745
CASP3	0.255718668457606	616	0.168887971	case	0.608758707	0.960917273	0.398517161	0.307918258	0.647226772	0.728671717
TRMT5	0.255628958293643	617	0.245533908	case	0.358124531	0.896404903	0.992619809	0.404426208	0.766312113	0.633427129
FAM171A1	0.252696410897019	618	-0.074276161	control	0.446215612	0.901831371	0.350802092	0.556364975	0.991735478	0.287057078
KIAA0391	0.248482422458477	619	1.132576986	case	0.849722054	0.64007451	0.475578442	0.256791917	0.057342669	0.607461688
RXRA	0.248357586426725	620	0.422572268	case	0.999329479	0.140873798	0.919542206	0.300956743	0.206764149	0.940181284
NDUFS8	0.248355247547984	621	0.487849975	case	0.587571264	0.950757983	0.532397693	0.44600152	0.089218767	0.856537601
UBE2D3	0.245756858601072	622	1.060933479	case	0.78889132	0.865132654	0.998426789	0.970522787	0.273354366	0.043137101
YIPF4	0.243831396532202	623	0.212907651	case	0.462018164	0.83917948	0.76285348	0.68451689	0.330669018	0.68655216
SLC16A6	0.242934140773795	624	-0.194869859	control	0.345307862	0.849198708	0.273834302	0.432905328	0.426246662	0.964579102
HECTD1	0.235876900650091	625	-0.006459299	control	0.246069567	0.842387904	0.57453359	0.567732878	0.266097501	0.839972273
AGPAT3	0.234818248522346	626	0.713650661	case	0.092068707	0.097281349	0.93745076	0.091933939	0.187381067	0.378229055
BLOC1S3	0.233482991102818	627	0.343948069	case	0.858402189	0.66015463	0.279227335	0.638150501	0.451559652	0.247978553
TCHP	0.232800489509599	628	-0.123269731	control	0.510040338	0.081623375	0.694286248	0.992096337	0.252518404	0.222141917
PALM2	0.232703629297068	629	0.270640166	case	0.829055909	0.870912525	0.342803702	0.204216921	0.410704796	0.992749904
PRDM16	0.232436637070023	630	-0.342068746	control	0.19324948	0.56506716	0.296171823	0.648590264	0.551638107	0.402505131
GPR4	0.232019041822638	631	1.527741614	case	0.616421332	0.170625414	0.641105052	0.218271272	0.320900691	0.025819248
MAP4K4	0.231309821394203	632	-0.259726152	control	0.850614066	0.167811689	0.298132851	0.428449936	0.683843687	0.666181478
ADAMTS1	0.230460668047538	633	-0.246769035	control	0.511106371	0.166889707	0.368441665	0.073138311	0.387846305	0.928280818
RPS14	0.228788197941979	634	0.121170147	case	0.397839124	0.494456347	0.763843765	0.766266219	0.027993295	0.682892942
CTSL	0.226607511496155	635	0.097294964	case	0.755914121	0.354569341	0.499725974	0.758248787	0.270319612	0.438866966
B3GALT1	0.220788923652274	636	-0.482235513	control	0.567144362	0.250342883	0.052208633	0.074708115	0.823962943	0.781042209
FAM46C	0.220673729581596	637	0.525912163	case	0.658030306	0.370186851	0.909629979	0.804076444	0.059623629	0.406259746
MGEA5	0.220119743646035	638	0.191637524	case	0.340478311	0.802237016	0.654968062	0.198650617	0.607986088	0.701945689
EME2	0.219841318752584	639	-0.058805314	control	0.551140336	0.608961456	0.060362229	0.756072432	0.333508012	0.207137483
ACTN1	0.219837073696457	640	-0.121123387	control	0.314783505	0.442904068	0.60635572	0.876145348	0.375258556	0.300626578
RBBP4	0.218956897703679	641	-0.264194771	control	0.726629532	0.550495355	0.599081167	0.7464232	0.909602532	0.893842059
FSCN1	0.218729639950497	642	-0.260071424	control	0.476574681	0.492666912	0.090384122	0.001473923	0.828742595	0.601848347
UBB	0.218204376162376	643	0.843805116	case	0.652519961	0.338603675	0.58520034	0.165763744	0.209643323	0.479522753
PARVB	0.21749764979384	644	-0.133662907	control	0.402951578	0.21275901	0.950368402	0.664442081	0.601375338	0.541884227
MEIS2	0.217346748370756	645	-0.497117709	control	0.047787292	0.7938776	0.166012377	0.716037343	0.893007372	0.394758736
IFNAR1	0.216832960985771	646	0.70867418	case	0.670797109	0.11381718	0.896306093	0.296400554	0.287204149	0.400152412
CALCOCO2	0.216289591681076	647	0.290098565	case	0.746105469	0.729036115	0.7932917	0.031687662	0.941300531	0.785352872
TMEM126B	0.215126080518626	648	-0.095900085	control	0.877573934	0.596021672	0.649417451	0.907798941	0.757123136	0.683284157
NEU2	0.214478014236663	649	0.310592735	case	0.019764664	0.871452149	0.263148319	0.068309239	0.063851185	0.7486358
DDX47	0.212242519268368	650	-0.31265076	control	0.564268825	0.490442215	0.646220068	0.684762628	0.84062101	0.949240627
EXOSC3	0.210647153317548	651	-0.06389337	control	0.366833408	0.903097609	0.007792911	0.594861918	0.249852758	0.520219495
CREBBP	0.210306333287111	652	0.800135887	case	0.743706145	0.559357067	0.879278485	0.192997945	0.94050609	0.078816497
STARD9	0.209053301909822	653	-0.178538124	control	0.03477674	0.317805388	0.642449266	0.784588875	0.23013359	0.19657099
FABP4	0.208315555445146	654	-0.34902521	control	0.325653275	0.351098432	0.375091631	0.570194182	0.969965194	0.07563797
ATP5G3	0.206846838462889	655	0.618892538	case	0.378823131	0.954958902	0.751348651	0.233335663	0.702675221	0.351987322
ERCC2	0.206387770951504	656	0.503762442	case	0.533163241	0.951906506	0.652459724	0.575747615	0.194355125	0.651351481
PEX1	0.204717068840118	657	0.329042148	case	0.571829636	0.334619386	0.534142864	0.304959958	0.169798443	0.60917403
CRYL1	0.203092123754255	658	0.420791706	case	0.067383314	0.504550191	0.31383236	0.111870738	0.11708947	0.394470982
RAI2	0.203073406455532	659	-0.248725357	control	0.014362144	0.808570709	0.342720633	0.974573935	0.405197524	0.171796261
SLC2A3	0.200618413004165	660	-0.557066968	control	0.140499437	0.301205587	0.492060651	0.713913686	0.835507531	0.55872066
BRCA1	0.199702249129722	661	1.269723709	case	0.952125309	0.475235157	0.727697444	0.537321413	0.229139552	0.183019317
CYB5D1	0.199584232173589	662	-0.260976676	control	0.619815927	0.374711141	0.331289643	0.758506328	0.955437532	0.080068139
GPT	0.19594288957914	663	-0.627017969	control	0.256109781	0.209915077	0.155198666	0.061377768	0.77581742	0.828363668
C19orf12	0.192901989423697	664	0.462457084	case	0.66235174	0.642079416	0.860562115	0.527967384	0.357120387	0.595292948
C6orf223	0.190344628030756	665	0.434495103	case	0.82821527	0.880847202	0.034057184	0.37233228	0.443989463	0.39882333
F2RL3	0.189618227177975	666	-0.049742611	control	0.278784529	0.640558837	0.362205713	0.498269902	0.615848229	0.234515507
NEO1	0.189409062205332	667	0.209059969	case	0.030389024	0.122623902	0.933059862	0.190436103	0.535761698	0.172080874
RPUSD2	0.188572905742624	668	0.423361856	case	0.661776197	0.811319159	0.803182575	0.80663252	0.469092962	0.32350097
MSH5	0.188468748383506	669	-0.278233291	control	0.781722613	0.277438719	0.282985376	0.45325926	0.451274165	0.954996382
TFPT	0.184121151982	670	-0.841854841	control	0.056813181	0.10371284	0.026838629	0.587488094	0.288085153	0.30919049
TMEM91	0.182345124911953	671	-0.550803699	control	0.242876166	0.148632553	0.398440118	0.793560627	0.778967448	0.18605461
HSPG2	0.182099790582197	672	0.098368193	case	0.07336169	0.064931535	0.728242423	0.109222497	0.585904472	0.093803058
TAF10	0.179546536444424	673	-0.306888997	control	0.151845722	0.329903979	0.719263927	0.81555637	0.416331859	0.500898617
OSBP2	0.179503067177272	674	0.126773629	case	0.935975553	0.634278203	0.169501871	0.056273616	0.693962929	0.79377867
HIBADH	0.176299805784857	675	0.683638938	case	0.56426092	0.218192642	0.809789107	0.134706058	0.009386677	0.801622306
PPP6C	0.176169340389678	676	2.223438108	case	0.941817795	0.497408285	0.341764883	0.393103435	0.007910838	0.151498574
CIITA	0.17584603336588	677	0.703699695	case	0.312386342	0.053824302	0.48914245	0.132054679	0.170044626	0.199956953
LARP6	0.174646608490432	678	-0.141445189	control	0.12017812	0.243640193	0.925704392	0.326678617	0.410392575	0.764897801
ZDHHC21	0.17453116810711	679	-0.298216914	control	0.466201834	0.781092266	0.115206746	0.981267907	0.536385807	0.423830588
SOGA1	0.173419866776642	680	0.065915106	case	0.651997167	0.51643241	0.58981749	0.222223463	0.604388896	0.822906498
ENTPD4	0.171469383296141	681	0.285752805	case	0.321023217	0.774309709	0.467734261	0.630749738	0.424087433	0.160845331
EPM2AIP1	0.169077127538321	682	-0.468424214	control	0.747661582	0.469359313	0.296293863	0.992885717	0.882527744	0.971433214
CDY2A	0.168512427287545	683	0.646535886	case	0.695690927	0.99334325	0.790975649	0.71613202	0.446737301	0.343329145
ZNHIT1	0.168216820292786	684	-0.14403726	control	0.870475365	0.165277443	0.263666008	0.692908555	0.327979775	0.497190384
CGGBP1	0.166886711732574	685	0.417250649	case	0.511008154	0.480933407	0.495574479	0.331276853	0.157387548	0.560914262
BBS4	0.166524695872434	686	-0.088920468	control	0.531048838	0.754152585	0.767398735	0.709900447	0.706081442	0.836950031
PDHX	0.166065758635189	687	0.067991307	case	0.600344793	0.853371006	0.269994424	0.564473922	0.423025609	0.626474489
RASGRP1	0.163497946989236	688	0.382006989	case	0.724991961	0.500272551	0.491113748	0.172790403	0.775785104	0.293370644
PI15	0.162550180480761	689	-0.494624334	control	0.135478206	0.158209785	0.823970887	0.869605555	0.511206371	0.830728821
DENND1B	0.15987275885464	690	0.118946871	case	0.529745694	0.300116778	0.215889142	0.096443679	0.507618333	0.330523571
USP6NL	0.157446031156873	691	-0.156916397	control	0.538525574	0.375051578	0.534160825	0.525561251	0.891977815	0.299654783
TMEM116	0.154167158186831	692	0.472169137	case	0.922358001	0.115493809	0.74046838	0.068921448	0.496764652	0.642273057
ITGBL1	0.153624763543921	693	-0.32377368	control	0.036114031	0.844080719	0.166251535	0.638128133	0.86375811	0.045593135
